brand,name,type,country,ingredients,afterUse
Cosmedica Skincare,Glycolic Acid 2.5% Facial Scrub,Face Cleanser,United States,"[Water,Dimethyl Sulfone,Jojoba Esters,Aloe Barbadensis Leaf Extract,Decyl Glucoside,Cocamidopropyl Hydroxysultaine,Cocamidopropyl Betaine,Cocamide Mipa,Disodium Laureth Sulfosuccinate,Disodium Lauryl Sulfosuccinate,Lavandula Angustifolia Extract,Simmondsia Chinensis Seed Oil,Melaleuca Alternifolia Leaf Oil,Olea Europaea Fruit Oil,Rosa Canina Seed Oil,Borago Officinalis Seed Oil,Citrus Aurantium Dulcis Seed Extract,Origanum Vulgare Extract,Tocopheryl Acetate,Glycolic Acid,Cucumis Sativus Fruit Extract,Ganoderma Lucidum Fruiting Body Extract,Citrus Grandis Extract,Calendula Officinalis Extract,Arctium Lappa Leaf Extract,Trifolium Pratense Flower Extract,Rosmarinus Officinalis Leaf Extract,Salix Alba Bark Extract,Centella Asiatica Extract,Equisetum Arvense Extract,Taraxacum Officinale Extract,Geranium Maculatum Extract,Carrageenan,Arginine,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,Phenoxyethanol,Ethylhexylglycerin]","[Good For Oily Skin,Redness Reducing,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Brightening,Drying,Irritating,Rosacea]"
Macias Dermatology,Micronized BPO Gel Cleanser 5%,Face Cleanser,United States,"[Benzoyl Peroxide 5%,Water,Sodium C14-16 Olefin Sulfonate,Glycerin,Stearic Acid,Cocamidopropyl Betaine,Acrylates Copolymer,Glycol Distearate,Cetyl Alcohol,Ethoxydiglycol,Aloe Barbadensis Leaf Extract,Sodium Hyaluronate,Allantoin,Panthenol,Disodium EDTA,Sodium Hydroxide,Methylchloroisothiazolinone,Methylisothiazolinone]","[Reduces Irritation,Acne Fighting,Drying,May Worsen Oily Skin,Irritating,Eczema]"
Benzagel,Acne Care Wash,Face Cleanser,Canada,"[Benzoyl Peroxide 5%,Cetyl Alcohol,Citric Acid,Methyl Dihydroxybenzoate,Propylene Glycol,Propyl Benzoate,Sodium Lauryl Sulfate,Sodium Citrate,Water]","[Reduces Large Pores,Acne Fighting,Drying,May Worsen Oily Skin,Irritating,Eczema]"
Some By Mi,Bye Bye Blemish Vita Tox Brightening Bubble Cleanser,Face Cleanser,South Korea,"[Water,Citrus Junos Fruit Extract,Citrus Reticulata Fruit Extract,Disodium Cocoamphodiacetate,Glycerin,Potassium Cocoyl Glycinate,Coco-Betaine,Methyl Perfluorobutyl Ether,Salix Alba Bark Extract,Citrus Limon Fruit Extract,Hippophae Rhamnoides Fruit Extract,Bacillus/Folic Acid/Soybean Ferment Extract,Sodium Hyaluronate,Butylene Glycol,Mannitol,Sucrose,Panthenol,Ascorbyl Glucoside,Biotin,Niacinamide,Ascorbic Acid,Tocopheryl Acetate,Tocopherol,Glutathione,Ascorbyl Tetraisopalmitate,Cyanocobalamin,Menadione,Linolenic Acid,Pyridoxine,Sodium Ascorbyl Phosphate,Magnesium Ascorbyl Phosphate,Sodium Riboflavin Phosphate,Caprylyl Glycol,Citric Acid,Zea Mays Starch,Mannan,Microcrystalline Cellulose,1,2-Hexanediol,Benzyl Glycol,Ethylhexylglycerin,Raspberry Ketone,Disodium EDTA,Ci 19140,Ci 15985,Ci 77492,Ci 77891,Parfum,Limonene]","[Good For Oily Skin,Redness Reducing,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,Irritating]"
Lumene,Nordic Hydra Foaming Cleanser,Face Cleanser,Finland,"[Water,Sodium Laureth Sulfate,Glycerin,Methyl Gluceth-20,Betula Alba Juice,Peg-200 Hydrogenated Glyceryl Palmate,Peg-8,Betaine,Cocamidopropyl Betaine,Peg-40 Hydrogenated Castor Oil,Citronellyl Methylcrotonate,Peg-7 Glyceryl Cocoate,Panthenol,Propanediol,Sodium Benzoate,Sodium PCA,Potassium Sorbate,Citric Acid,Phenoxyethanol,Ethylhexylglycerin,Benzyl Salicylate,Linalool,Citronellol,Parfum]","[Reduces Irritation,Reduces Large Pores,Drying,Irritating]"
E NATURE,Skin Pot Cleansing Balm,Face Cleanser,South Korea,"[Ethylhexyl Palmitate,Caprylic/Capric Triglyceride,Sorbeth-30 Tetraoleate,Polyethylene,Peg-7 Glyceryl Cocoate,Cannabis Sativa Seed Oil,Glyceryl Caprylate,Ethylhexylglycerin,Tocopheryl Acetate,Glyceryl Glucoside,Butylene Glycol,Lactobacillus/Punica Granatum Fruit Ferment Extract,Water,Glycerin]","[Brightening,Drying,Acne Trigger]"
Perricone MD,High Potency Classics Nutritive Cleanser,Face Cleanser,United States,"[Water,Sodium Laureth Sulfate,Cocamidopropyl Betaine,Lauryl Glucoside,Ppg-2 Hydroxyethyl Coco/Isostearamide,Dimethyl Mea,Thioctic Acid,Parfum,Magnesium Aspartate,Zinc Gluconate,Ethylhexylglycerin,Copper Gluconate,Disodium EDTA,Sodium Chloride,Citric Acid,Phenoxyethanol]","[Drying,Acne Trigger]"
PrescriptSkin,Retinol Cleanser,Face Cleanser,United States,"[Water,Sodium C14-16 Olefin Sulfonate,Cocamidopropyl Betaine,Glycerin,Guar Hydroxypropyltrimonium Chloride,Polysorbate 20,Retinol,Disodium EDTA,Citric Acid,BHT,Hamamelis Virginiana Extract,Avena Sativa Kernel Extract,Salix Alba Bark Extract,Pogostemon Cablin Leaf Extract,Melaleuca Alternifolia Leaf Oil,Benzyl Alcohol,Dehydroacetic Acid,Citronellol,Coumarin,Geraniol,Linalool,Parfum]","[Good For Oily Skin,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,Irritating]"
Paula's Choice,Resist Optimal Results Hydrating Cleanser,Face Cleanser,United States,"[Water,Caprylic/Capric Triglyceride,Decyl Glucoside,Glycerin,Peg-20 Methyl Glucose Sesquistearate,Ppg-20 Methyl Glucose Ether,Methyl Gluceth-20,Glyceryl Stearate,Stearyl Alcohol,Polyacrylamide,Camellia Oleifera Leaf Extract,Chamomilla Recutita Flower Extract,Sapindus Mukorossi Peel Extract,Methyl Glucose Sesquistearate,C13-14 Isoparaffin,Laureth-7,Xanthan Gum,Disodium EDTA,Citric Acid,Caprylyl Glycol,Hexylene Glycol,Phenoxyethanol,Ethylhexylglycerin]","[Reduces Irritation,Reduces Large Pores,Drying,May Worsen Oily Skin,Irritating]"
Jack Black,Pure Clean Daily Facial Cleanser,Face Cleanser,United States,"[Water,Sodium C14-16 Olefin Sulfonate,Disodium Cocoamphodiacetate,Aloe Barbadensis Leaf Juice,Cocamidopropyl Betaine,Sodium Lauroyl Oat Amino Acids,Glycol Distearate,Peg-150 Distearate,Hamamelis Virginiana Extract,Glycerin,Lavandula Angustifolia Extract,Salvia Officinalis Leaf Extract,Anthemis Nobilis Flower Oil,Rosmarinus Officinalis Leaf Oil,Salvia Officinalis Leaf,Backhousia Citriodora Leaf Oil,Peg-8 Dimethicone,Sodium Chloride,Sodium PCA,Cetyl Alcohol,Citric Acid,Benzyl Alcohol,Dehydroacetic Acid]","[Drying,Acne Trigger]"
TFIT,Micro Bubble Clear Foam,Face Cleanser,South Korea,"[Water,Glycerin,Potassium Cocoyl Glycinate,Lauryl Hydroxysultaine,Sodium C14-16 Olefin Sulfonate,Methyl Perfluorobutyl Ether,Methyl Perfluoroisobutyl Ether,Sodium Lauryl Sulfate,Sodium Chloride,Acrylates Copolymer,Butylene Glycol,1,2-Hexanediol,Caprylyl Glycol,Parfum,Sodium Hyaluronate,Allantoin,Panthenol,Hamamelis Virginiana Extract,Lavandula Angustifolia Flower Water,Salvia Sclarea Extract,Hyacinthus Orientalis Extract,Chamomilla Recutita Flower,Borago Officinalis Extract,Centaurea Cyanus Flower Extract,Illicium Verum Fruit Extract,Glycine,Serine,Glutamic Acid,Hydrolyzed Collagen,Aspartic Acid,Leucine,Alanine,Lysine,Arginine,Tyrosine,Phenylalanine,Threonine,Proline,Valine,Isoleucine,Histidine,Methionine,Cysteine,Ethylhexylglycerin,Dipotassium Glycyrrhizate,Sodium Sulfate,Disodium EDTA]","[Reduces Irritation,Anti-Aging,Drying,May Worsen Oily Skin,Acne Trigger,Irritating]"
La Roche-Posay,Effaclar A.I Breakout Corrector,Facial Treatment,France,"[Water,Cyclohexasiloxane,Isononyl Isononanoate,Propylene Glycol,Isohexadecane,Niacinamide,Peg-100 Stearate,Glyceryl Stearate,Cetyl Alcohol,Argilla,Carbomer,Sodium Hydroxide,Capryloyl Glycine,Capryloyl Salicylic Acid,Citric Acid,Xanthan Gum,Acrylates Copolymer,Salicylic Acid,Iodopropynyl Butylcarbamate,Chlorhexidine Digluconate,Piroctone Olamine,Parfum]","[Good For Oily Skin,Redness Reducing,Reduces Large Pores,Acne Fighting,Brightening,Drying,Irritating,Eczema]"
La Roche-Posay,Effaclar Duo (+) Dual Action Acne Treatment,Facial Treatment,France,"[Benzoyl Peroxide 5.5%,Water,Isostearyl Alcohol,Glycerin,Pentylene Glycol,Silica,Carbomer,Capryloyl Salicylic Acid,Potassium Hydroxide,Tocopheryl Acetate,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,Disodium EDTA,Epilobium Angustifolium Flower/Leaf/Stem Extract]","[Acne Fighting,Brightening,Drying,Irritating,Eczema]"
QMS Medicosmetics,Collagen System 3-Step Routine Set,Facial Treatment,Germany,"[Collagen,Glycerin,Propylene Glycol,Pentylene Glycol,Polyglyceryl-4 Caprate,Atelocollagen,Sodium Hyaluronate,Eperua Falcata Bark Extract,Whey Protein,Panthenol,Hydrolyzed Soy Protein,Bis(Tripeptide-1) Copper Acetate,Glycoproteins,Caprylyl Glycol,Maltodextrin,Xanthan Gum,Phenoxyethanol,Carrageenan,Citric Acid,Dipropylene Glycol,Butylene Glycol,Glyceryl Caprylate,Bisabolol,Tetrasodium Glutamate Diacetate,Caramel,Arginine,Sodium Lactate,Hexyl Cinnamal,Phospholipids,Glycine,Proline,Sorbitol,Carbomer,Coco-Glucoside,Glutamic Acid,Linalool,Benzyl Benzoate,Sodium Hydroxide,Parfum,Lactose,Ethylhexylglycerin,Sodium Citrate,Threonine,Valine,Sodium Dehydroacetate,Palmitoyl Tripeptide-1,Sodium Metabisulfite,Palmitoyl Tetrapeptide-7 11%,Aloe Barbadensis Leaf Juice,Tocopheryl Acetate,Sodium Phytate,Potassium Sorbate,Sodium Benzoate,Dipotassium Phosphate,Alcohol,Glycolic Acid,Lactic Acid,C12-15 Pareth-12,Malic Acid,Tartaric Acid,Lactobacillus,Bacillus Ferment,Honey,Tocopherol,Hyaluronic Acid,Glycine Soja Protein,Lecithin,Salix Alba Bark Extract,Sphingolipids,Dehydroacetic Acid,Allantoin,Styrene/Vp Copolymer,Disodium EDTA,Calcium Chloride,Potassium Phosphate,Alpha-Isomethyl Ionone,Limonene,Butylphenyl Methylpropional,Benzyl Salicylate,Sodium Laureth-40 Sulfate,Coumarin,Citronellol,Sorbic Acid,Sodium Chloride,Sodium Sulfate,Ci 47005,Ci 42090]","[Hydrating,Good For Oily Skin,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Brightening,Drying,Irritating,Rosacea,Eczema]"
DR's Secret,Moisturizer 6,Facial Treatment,Singapore,"[Water,Glycerin,Aloe Barbadensis Leaf Juice,Glyceryl Stearate,Cetyl Alcohol,Stearic Acid,Phenyl Trimethicone,Ethylhexyl Palmitate,Benzyl Alcohol,Sodium Lactate,Sodium Lauryl Sulfate,Sodium PCA,Sodium Hydroxide,Sorbitol,Tetrasodium EDTA,Proline,Sodium Hyaluronate,Parfum,Chlorphenesin,Potassium Sorbate,Dehydroacetic Acid]","[Hydrating,Drying,May Worsen Oily Skin,Acne Trigger,Irritating]"
Beauty Bay,Soothe Paste Blemish Treatment With Salicylic Acid And Prebiotic,Facial Treatment,United Kingdom,"[Water,Zinc Carbonate,Glyceryl Stearate,Silica,Glycerin,Squalane,Salicylic Acid,Cetearyl Olivate,Sorbitan Olivate,Phenoxyethanol,Dextrin,Polydextrose,Alpha-Glucan Oligosaccharide,Amylopectin,Niacinamide,Maltodextrin,Ethylhexylglycerin,Tocopherol,Disodium EDTA,Biosaccharide Gum-1,Butylene Glycol,Hamamelis Virginiana Leaf Extract,Ci 77492]","[Good For Oily Skin,Redness Reducing,Reduces Large Pores,Anti-Aging,Scar Healing,Acne Fighting,Brightening,Drying,Irritating,Eczema]"
Dr. Jart+,Dermaclear™ Micro Milk Peel,Facial Treatment,South Korea,"[Water,Hydrogenated Polydecene,Caprylic/Capric Triglyceride,Squalane,Carthamus Tinctorius Seed Oil,1,2-Hexanediol,Glycerin,Cyclopentasiloxane,Steareth-2,Butylene Glycol,Propanediol,Cyclohexasiloxane,Pyrus Malus Fruit Water,Citrus Aurantium Bergamia Fruit Oil,Ethylhexylglycerin,Protease,Algin,Salicylic Acid,Polyglutamic Acid,Sodium Hyaluronate,Glutathione,Panthenol,Sea Salt,Propylene Glycol,Lactic Acid,Lactobionic Acid,Ascorbic Acid,Citric Acid,Cocos Nucifera Fruit Extract,Hibiscus Sabdariffa Flower Extract,Malic Acid,Tartaric Acid,Theanine,Crataegus Monogyna Flower Extract,Milk Lipids,Potassium Sorbate,Sodium Benzoate,Viola Tricolor Extract]","[Good For Oily Skin,Redness Reducing,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Acne Fighting,Brightening,Drying,Irritating,Rosacea,Eczema]"
Mediheal,Collagen Ampoule Pad,Facial Treatment,South Korea,"[Water,Glycerin,Glycereth-26,Ceramide Ns,Diphenyl Dimethicone,Triethylhexanoin,Betaine,Hydrogenated Lecithin,Polyglyceryl-10 Oleate,Hydroxyethyl Urea,Dipotassium Glycyrrhizate,Sodium Citrate,Allantoin,Xanthan Gum,Hydroxyethylcellulose,Collagen Extract,Adenosine,Citric Acid,Olea Europaea Fruit Oil,Butylene Glycol,Pelargonium Graveolens Flower Oil,Lavandula Angustifolia Oil,Anthemis Nobilis Flower Oil,Citrus Aurantium Dulcis Peel Oil,Juniperus Mexicana Oil,Mangifera Indica Fruit Extract,Lactobacillus Ferment,Ceramide NP,Milk Protein,Avena Sativa Kernel Extract,Caprylyl Glycol,Tripeptide-1,Acetyl Hexapeptide-8,Copper Tripeptide-1,Palmitoyl Tripeptide-1,Palmitoyl Pentapeptide-4]","[Redness Reducing,Reduces Large Pores,Anti-Aging,Drying,Irritating]"
Clearasil,Sofort Pickel Fighter Creme,Facial Treatment,United States,"[Water,Sodium Iodide,Zinc Gluconate,Propylene Glycol,Octyldodecanol,Steareth-2,Cyclopentasiloxane,Steareth-21,Salicylic Acid,Cetyl Alcohol,Behenyl Alcohol,Cyclohexasiloxane,Polyacrylamide,C13-14 Isoparaffin,Xanthan Gum,Kaolin,Laureth-7,Menthol,Ci 77891]","[Good For Oily Skin,Reduces Large Pores,Acne Fighting,Brightening,Drying,May Worsen Oily Skin,Irritating,Rosacea,Eczema]"
Round Lab,1025 Dokdo Mist,Facial Treatment,South Korea,"[Water,Propanediol,Butylene Glycol,Glycerin,Pentylene Glycol,1,2-Hexanediol,Sea Water,Panthenol,Hyaluronic Acid,Hydrolyzed Hyaluronic Acid,Sodium Hyaluronate,Glyceryl Glucoside,Dipotassium Glycyrrhizate,Xylitol,Bacillus Ferment,Micrococcus Lysate,Betaine,Allantoin,Chlorella Vulgaris Extract,Glucose,Fructooligosaccharides,Fructose,Sodium PCA,Ethylhexylglycerin,Sodium Phytate,Tromethamine,Tocopherol,Carbomer]","[Good For Oily Skin,Reduces Irritation,Skin Texture,Anti-Aging,Scar Healing,Brightening,Irritating]"
Vichy,Normaderm Phytosolution - Mattifying Mist,Facial Treatment,France,"[Water,Alcohol,Glycerin,Capryloyl Glycine,Sodium Hydroxide,Polysorbate 20,Parfum]",[Rosacea]
Paula's Choice,Regular Strength Daily Skin Clearing Treatment with 2.5% Benzoyl Peroxide,Facial Treatment,United States,"[Rosa Damascena Flower Water,Propylene Glycol,Benzoyl Peroxide,Bisabolol,Allantoin,Acrylates Copolymer,Hydroxypropyl Methylcellulose,Sodium Citrate,Laureth-4,Caprylyl Glycol,Sodium Hydroxide,Disodium EDTA,Hexylene Glycol,Phenoxyethanol]","[Reduces Irritation,Acne Fighting,Drying,Irritating,Eczema]"
First Aid Beauty,FAB Pharma BHA Acne Spot Treatment Gel 2% Salicylic Acid,Facial Treatment,United States,"[Salicylic Acid 2%,Water,Butylene Glycol,Hydroxyethylcellulose,Glycerin,Phenoxyethanol,Sodium Hydroxide,Glycolic Acid,Urea,Aloe Barbadensis Leaf Juice,Bisabolol,Avena Sativa Kernel Extract,Maltodextrin,Carica Papaya Fruit Extract,Potassium Sorbate,Sodium Benzoate,Camellia Sinensis Leaf Extract,Chrysanthemum Parthenium Extract,Glycyrrhiza Glabra Root Extract,Salix Nigra Bark Extract,Disodium Phosphate,Polysorbate 60,Leuconostoc/Radish Root Ferment Filtrate,Sodium Phosphate,Citric Acid]","[Good For Oily Skin,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Acne Fighting,Brightening,Drying,Irritating,Rosacea,Eczema]"
Curology,Custom Formula (Tretinoin 0.01% Azelaic acid 2% Niacinamide 4%),Facial Treatment,United States,"[Tretinoin 0.01%,Azelaic Acid 2%,Niacinamide 4%,Aloe Barbadensis Leaf Juice,C13-14 Isoparaffin,Caprylic/Capric Triglyceride,Water,Laureth-7,Phenoxyethanol,Polyacrylamide,Tocopheryl Acetate,Triethylene Glycol,BHT,Propylene Glycol]","[Good For Oily Skin,Redness Reducing,Anti-Aging,Dark Spots,Acne Fighting,Brightening,May Worsen Oily Skin,Irritating]"
Clearasil,Ultra Acne Treatment Cream,Facial Treatment,United States,"[Benzoyl Peroxide 5%,Bentonite,Methyl Dihydroxybenzoate,Propyl Benzoate]","[Acne Fighting,Drying,Irritating,Eczema]"
Estée Lauder,Perfectionist Pro Rapid Renewal Retinol Treatment,Facial Treatment,United States,"[Water,Caprylyl Methicone,Caprylic/Capric Triglyceride,Dimethicone,Butyrospermum Parkii Butter,Glycerin,Stearyl Dimethicone,Cetearyl Alcohol,Simmondsia Chinensis Seed Oil,Butylene Glycol,Peg-12 Dimethicone/Ppg-20 Crosspolymer,Arachidyl Alcohol,Algae Extract,Cetearyl Olivate,Borago Officinalis Seed Oil,Sigesbeckia Orientalis Extract,Retinol,Whey Protein,Hypnea Musciformis Extract,Caffeine,Gelidiella Acerosa Extract,Cholesterol,Acetyl Hexapeptide-8,Hydrolyzed Rice Extract,Sorbitan Oleate,Behenyl Alcohol,Octadecene,Yeast Extract,Tocopheryl Acetate,Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer,Arachidyl Glucoside,Caprylyl Glycol,Hydroxyethylcellulose,Tocopherol,Ascorbic Acid,Sodium Hyaluronate,Silica,Polysorbate 60,Sorbitan Isostearate,Parfum,Sodium Hydroxide,Sodium Bisulfite,Disodium EDTA,BHA,Sorbic Acid,Potassium Sorbate,Phenoxyethanol]","[Good For Oily Skin,Redness Reducing,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,Acne Trigger,Irritating,Eczema]"
Makeup Artist's Choice,Enzyme Exfoliating Mask,Facial Treatment,United States,"[Aloe Ferox Leaf Juice,Alcohol,Phenoxyethanol,Pyrus Malus Fruit Extract,Carica Papaya Fruit Extract,Hamamelis Virginiana Water,Glycerin,Carbomer,Triethanolamine,Tetrasodium Glutamate Diacetate]",[Rosacea]
Peter Thomas Roth,Even Smoother Glycolic Retinol Resurfacing Peel Pads,Facial Treatment,United States,"[Water,Glycolic Acid,Sodium Hydroxide,Butylene Glycol,Retinol,Lecithin,Sodium Hyaluronate,Allantoin,Niacinamide,Adenosine,Potassium Sorbate,Sodium Benzoate,Potassium Phosphate,Ethylhexylglycerin,Pentylene Glycol,Polysorbate 20,Alcohol,Phenoxyethanol]","[Good For Oily Skin,Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,Irritating,Rosacea]"
Obagi,Tretinoin Cream 0.1%,Facial Treatment,United States,"[Tretinoin 0.1%,Stearic Acid,Isopropyl Myristate,Peg-8 Stearate,Stearyl Alcohol,Xanthan Gum,Sorbic Acid,BHT,Water]","[Anti-Aging,Brightening,May Worsen Oily Skin,Acne Trigger,Irritating,Eczema]"
Benzagel,Acne Gel 5%,Facial Treatment,Canada,"[Benzoyl Peroxide 5%,Alcohol,Carbon,Diheptyl Sodium Sulfosuccinate,Parfum,Methyl Salicylate,Sodium Hydroxide,Water]","[Acne Fighting,Drying,Irritating,Rosacea,Eczema]"
Mario Badescu,"Facial Spray with Aloe, Adaptogens and Coconut Water",Facial Treatment,United States,"[Water,Aloe Barbadensis Leaf Juice,Niacinamide,Sodium Hyaluronate,Cocos Nucifera Water,Acanthopanax Senticosus Root Extract,Inonotus Obliquus Extract,Rhaponticum Carthamoides Root Extract,Rhodiola Rosea Extract,Selaginella Lepidophylla Extract,Sodium Benzoate,Sodium Sulfite,Trehalose,Potassium Sorbate,Ppg-5-Ceteth-20,Ceramide AP,1,2-Hexanediol,Maltodextrin,Caprylyl Glycol,Phenoxyethanol,Citric Acid]","[Good For Oily Skin,Redness Reducing,Anti-Aging,Acne Fighting,Brightening]"
La Roche-Posay,Cicaplast Baume B5 SPF50,Facial Treatment,France,"[Water,Homosalate,Panthenol,Ethylhexyl Salicylate,Butyl Methoxydibenzoylmethane,Octocrylene,Alcohol Denat.,Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine,Styrene/Acrylates Copolymer,Ethylhexyl Triazone,Triethanolamine,Dimethicone,Phenylbenzimidazole Sulfonic Acid,Peg-8 Laurate,Sorbitan Oleate,Zinc Gluconate,Madecassoside,Manganese Gluconate,Isohexadecane,Sodium Acrylates Crosspolymer-2,Silica,2-Oleamido-1,3-Octadecanediol,Perlite,Drometrizole Trisiloxane,Poloxamer 338,Disodium EDTA,Copper Gluconate,Caprylyl Glycol,Polysorbate 80,Acrylamide/Sodium Acryloyldimethyltaurate Copolymer,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,BHA,Tocopherol,Phenoxyethanol]","[Reduces Irritation,Brightening,Acne Trigger,Irritating,Rosacea,Eczema]"
Bioderma,Sensibio DS+ Cream - Soothing Purifying Cream,Facial Treatment,France,"[Rosa Damascena Flower Water,Cocos Nucifera Oil,Propylene Glycol,Caprylic Acid,Dimethicone,Glycyrrhetinic Acid,Sorbitan Sesquioleate,Piroctone Olamine,Glyceryl Undecylenate,Climbazole,Mannitol,Xylitol,Rhamnose,Fructooligosaccharides,Laminaria Ochroleuca Extract,Cetyl Alcohol,Carbomer,Sclerotium Gum,Sodium Hydroxide,Phenoxyethanol]","[Reduces Irritation,Acne Trigger]"
Urban Skin,Retinol Rapid Repair and Dark Spot Treatment,Facial Treatment,United States,"[Water,Niacinamide,Simmondsia Chinensis Seed Oil,Polyacrylamide,Kojic Acid,C13-14 Isoparaffin,Phenoxyethanol,Retinyl Palmitate,Laureth-7,Tocopherol,Retinol,Polysorbate 20,Sodium Metabisulfite,Ethylhexylglycerin,Citric Acid,Sodium Phytate,Squalane,Ascorbyl Tetraisopalmitate,Glycerin,Alpha-Arbutin,Ascorbic Acid,Glutathione,Azelaic Acid,Alchemilla Vulgaris Flower/Leaf/Stem Extract,Malva Sylvestris Flower/Leaf/Stem Extract,Mentha Piperita Leaf Extract,Primula Veris Flower Extract,Veronica Officinalis Flower/Leaf/Stem Extract,Melissa Officinalis Leaf Extract,Sodium Sulfite,Sodium Hyaluronate,Achillea Millefolium Flower/Leaf/Stem Extract]","[Good For Oily Skin,Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,May Worsen Oily Skin,Irritating]"
Bye Bye Blemish,Original Drying Lotion,Facial Treatment,United States,"[Isopropyl Alcohol,Water,Zinc Oxide,Salicylic Acid,Camphor,Magnesium Aluminum Silicate,Ci 77492,Sulfur]","[Good For Oily Skin,Reduces Large Pores,Acne Fighting,Brightening,Drying,Irritating,Rosacea,Eczema]"
ATOPALM,MLE Cream,Facial Treatment,South Korea,"[Water,Glycerin,Propanediol,Myristoyl/Palmitoyl Oxostearamide/Arachamide Mea,Caprylic/Capric Triglyceride,Cetearyl Ethylhexanoate,Cetearyl Alcohol,Polyglyceryl-3 Diisostearate,Glyceryl Stearate,Hydrogenated Vegetable Oil,Olea Europaea Fruit Oil,Helianthus Annuus Seed Oil,Camellia Sinensis Seed Oil,Simmondsia Chinensis Seed Oil,Vitis Vinifera Seed Oil,Carthamus Tinctorius Seed Oil,Sunflower Oil Decyl Esters,Portulaca Oleracea Extract,Viscum Album Fruit Extract,Sorbitan Stearate,Beta-Glucan,Tocopherol,Phytosterols,Carbomer,Allantoin,Stearic Acid,Arginine,Sodium Phytate,Sodium Hyaluronate,Anthemis Nobilis Flower Oil,Salvia Officinalis Oil,Santalum Album Oil,1,2-Hexanediol,Caprylyl Glycol]","[Anti-Aging,Scar Healing,Brightening,May Worsen Oily Skin,Acne Trigger,Irritating]"
Makeup Artist's Choice,Pumpkin Exfoliating Mask W/5% Glycolic Acid Peel,Facial Treatment,United States,"[Pumpkin Fruit Extract Beta-Glucan,Water,Glycerin,Tetrasodium EDTA,Tocopherol,Helianthus Annuus Seed Oil,Phenoxyethanol,Citric Acid,Limnanthes Alba Seed Oil,Xanthan Gum,Glycolic Acid,Ascorbic Acid,Saccharum Officinarum Extract,Vaccinium Myrtillus Fruit Extract,Acer Saccharum Extract,Citrus Aurantium Dulcis Fruit Extract,Citrus Limon Fruit Extract,Vaccinium Macrocarpon Fruit Extract,Azadirachta Indica Seed Oil,Rosmarinus Officinalis Leaf Extract,Cinnamomum Zeylanicum Bark Powder,Zingiber Officinale Root Extract,Amber Powder,Nacre Powder,Alcohol]","[Good For Oily Skin,Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Brightening,Drying,Irritating,Rosacea]"
